id,title_es,title_en,text_es,text_en
215,Rock 80s: Corazones - Los Prisioneros,Rock 80s: Corazones - Los Prisioneros,"Corazones rojos, corazones azules, corazones que laten al compas de la ciudad. Corazones rotos, corazones nuevos, corazones que buscan un poco de amor y de verdad. Corazones que arden, corazones que mienten, corazones que lloran en la oscuridad.","Red hearts, blue hearts, hearts that beat to the rhythm of the city. Broken hearts, new hearts, hearts that seek a little love and truth. Hearts that burn, hearts that lie, hearts that cry in the darkness."
216,Rock 80s: El Problema de los Ojos - Mecano,Rock 80s: El Problema de los Ojos - Mecano,El problema de los ojos es que no pueden ver lo que siente el corazon. El problema de los ojos es que solo miran y no entienden la verdad. El problema de los ojos es que me hacen llorar cuando te veo marchar.,The problem with eyes is that they cannot see what the heart feels. The problem with eyes is that they only look and do not understand the truth. The problem with eyes is that they make me cry when I see you leave.
217,Rock 80s: Ojalá que Llueva Café - Juan Luis Guerra,Rock 80s: Ojala que Llueva Cafe - Juan Luis Guerra,"Ojala que llueva cafe en el campo, ojala que lluva cafe pa que no haya tanto trabajo. Ojala que llueva cafe en el campo, ojala que llueva cafe por las noches y por las mañanas.","I hope it rains coffee in the countryside, I hope it rains coffee so there is not so much work. I hope it rains coffee in the countryside, I hope it rains coffee at night and in the mornings."
218,Rock 80s: Rayando el Sol - Maná,Rock 80s: Rayando el Sol - Mana,"Rayando el sol, rayando el sol, desesperacion es mas facil llegar al sol que a tu corazon. Rayando el sol, rayando el sol, me muero por ti, me muero por ti, me muero por ti y no llego.","Scratching the sun, scratching the sun, desperation, it is easier to reach the sun than your heart. Scratching the sun, scratching the sun, I die for you, I die for you, I die for you and I do not arrive."
219,Rock 80s: Mariposa Traicionera - Maná,Rock 80s: Mariposa Traicionera - Mana,"Mariposa traicionera, mariposa traicionera, volaste libre y yo me quede en la tierra. Mariposa traicionera, mariposa traicionera, tu luz me quemo y tu amor me dejo en la guerra.","Treacherous butterfly, treacherous butterfly, you flew free and I stayed on the ground. Treacherous butterfly, treacherous butterfly, your light burned me and your love left me in war."
220,Rock 80s: Te Quiero - Hombres G,Rock 80s: Te Quiero - Hombres G,"Te quiero, te quiero, te quiero mas que a mi vida. Te quiero, te quiero, te quiero y no hay nada mas que decir. Te quiero, te quiero, te quiero con locura y con razon. Te quiero, te quiero, te quiero hasta el fin del mundo.","I love you, I love you, I love you more than my life. I love you, I love you, I love you and there is nothing more to say. I love you, I love you, I love you with madness and with reason. I love you, I love you, I love you until the end of the world."
221,Rock 80s: Tocado y Hundido - El Último de la Fila,Rock 80s: Tocado y Hundido - El Ultimo de la Fila,"Tocado y hundido, tocado y hundido, me has dejado sin aliento y sin salida. Tocado y hundido, tocado y hundido, tu amor es un barco que se va a pique en el mar. Tocado y hundido, tocado y hundido, me quedo en la orilla mirando naufragar.","Hit and sunk, hit and sunk, you have left me breathless and without a way out. Hit and sunk, hit and sunk, your love is a ship that is sinking in the sea. Hit and sunk, hit and sunk, I stay on the shore watching it shipwreck."
222,Rock 80s: Amanece - Nacha Pop,Rock 80s: Amanece - Nacha Pop,"Amanece y ya no estas, amanece y todo ha cambiado. Amanece y la ciudad se despierta sin tu amor. Amanece y yo siguo aqui, amanece y no se que hacer. Amanece y el sol me quema la piel sin tu calor.","Dawn breaks and you are no longer here, dawn breaks and everything has changed. Dawn breaks and the city wakes up without your love. Dawn breaks and I am still here, dawn breaks and I do not know what to do. Dawn breaks and the sun burns my skin without your warmth."
223,Rock 80s: Latinoamérica es un Pueblo - Los Prisioneros,Rock 80s: Latinoamerica es un Pueblo - Los Prisioneros,"Latinoamerica es un pueblo al sur de Estados Unidos, con hambre de justicia y sed de libertad. Latinoamerica es un pueblo que camina descalzo por la tierra y canta con el corazon aunque le duela la verdad.","Latin America is a people south of the United States, hungry for justice and thirsty for freedom. Latin America is a people that walks barefoot on the earth and sings with the heart even though the truth hurts."
224,Rock 80s: En el 2000 - Fito Páez,Rock 80s: En el 2000 - Fito Paez,"En el dos mil, en el dos mil, todo va a ser distinto y nadie va a sufrir. En el dos mil, en el dos mil, el amor va a vencer y la paz va a venir. En el dos mil, en el dos mil, yo te voy a buscar y te voy a encontrar.","In the year two thousand, in the year two thousand, everything will be different and nobody will suffer. In the year two thousand, in the year two thousand, love will win and peace will come. In the year two thousand, in the year two thousand, I will look for you and I will find you."
225,Rock 80s: Un Buen Día - Los Abuelos de la Nada,Rock 80s: Un Buen Dia - Los Abuelos de la Nada,"Hoy es un buen dia para empezar, para dejar atras todo lo que te hace mal. Hoy es un buen dia para sonreir, para levantar la cara y salir a vivir. Hoy es un buen dia para el amor, para dar un abrazo y sentir el calor.","Today is a good day to start, to leave behind everything that hurts you. Today is a good day to smile, to lift your face and go out to live. Today is a good day for love, to give a hug and feel the warmth."
226,Rock 80s: Sweet Child O' Mine - Guns N' Roses,Rock 80s: Sweet Child O' Mine - Guns N' Roses,"Dulce niña mia, ella tiene ojos del cielo. Si miras muy atento veras lo que siento por ti. Ella tiene sonrisa que parece recordarme recuerdos de infancia donde todo era felicidad. Oh, oh, oh, dulce amor mio.","Sweet child of mine, she has eyes of the sky. If you look very closely you will see what I feel for you. She has a smile that seems to remind me of childhood memories where everything was happiness. Oh, oh, oh, sweet love of mine."
227,Rock 80s: Livin' on a Prayer - Bon Jovi,Rock 80s: Livin' on a Prayer - Bon Jovi,"Tommy trabaja en el muelle, la union esta en huelga. Gina sirve toda la noche por un salario pequeño. Ambos dicen que aguantaran, que juntos lo lograran. Dan las manos y confian en que el amor los salvara. Viven rezando, aferrados a una promesa.","Tommy works on the dock, the union's on strike. Gina serves all night for a small wage. They both say they will hold on, that together they will make it. They hold hands and trust that love will save them. They are living on a prayer, holding on to a promise."
228,Rock 80s: Bohemian Rhapsody - Queen,Rock 80s: Bohemian Rhapsody - Queen,"Mama, acabo de matar a un hombre. Puse un arma contra su cabeza, aprete el gatillo y ahora esta muerto. Mama, la vida acababa de empezar, pero ahora me la he llevado por delante. Mama, no queria hacerte llorar, pero voy a volver a empezar manana.","Mama, I just killed a man. Put a gun against his head, pulled my trigger, now he's dead. Mama, life had just begun, but now I've gone and thrown it all away. Mama, I didn't mean to make you cry, if I'm not back again this time tomorrow."
229,Rock 80s: Beat It - Michael Jackson,Rock 80s: Beat It - Michael Jackson,"No importa quien tenga razon o quien este mal, solo quiero que te vayas. Si te buscan pelea, es mejor que escapes, no quiero verte sangrar. El mundo es frio y duro, pero tu debes ser mas fuerte. Solo vete, solo vete, no quiero verte caer.","It doesn't matter who's right or wrong, I just want you to go. If they want a fight, it's better that you run, I don't want to see you bleed. The world is cold and hard, but you must be stronger. Just beat it, just beat it, I don't want to see you fall."
230,Rock 80s: Under Pressure - Queen & David Bowie,Rock 80s: Under Pressure - Queen and David Bowie,"Presion bajo el agua, presion en el aire, presion que aplasta a un hombre hasta que no puede respirar. Presion en la calle, presion en el hogar, presion que nos empuja al borde de la locura. Pero el amor es la respuesta, el amor nos salvara de esta presion.","Pressure pushing down on me, pressing down on you, no man ask for. Under pressure that burns a building down, splits a family in two. It's the terror of knowing what this world is about, watching some good friends screaming let me out. Love is the answer, love will save us from this pressure."
231,Rock 80s: Eye of the Tiger - Survivor,Rock 80s: Eye of the Tiger - Survivor,"Es el ojo del tigre, es la emocion de la lucha. Te enfrentas a los desafios con fuerza y con valor. Es el ojo del tigre, es la pasion que te guia. Golpeas mas fuerte y mas rapido, nadie puede detenerte ahora.","It's the eye of the tiger, it's the thrill of the fight. Rising up to the challenge of our rival. It's the eye of the tiger, it's the passion that guides you. You hit harder and faster, no one can stop you now."
232,Rock 80s: Billie Jean - Michael Jackson,Rock 80s: Billie Jean - Michael Jackson,"Ella era mas como una reina de belleza de una escena de pelicula. No dije que era la unica, ella solo afirma que yo soy el padre. Pero el nino no es mi hijo, ella solo dice que lo es. Billie Jean no es mi amante, ella solo es una chica que dice que yo soy el padre.","She was more like a beauty queen from a movie scene. I said don't mind, but what do you mean I am the one. But the kid is not my son, she says I am the one. Billie Jean is not my lover, she's just a girl who claims that I am the one."
233,Rock 80s: Jump - Van Halen,Rock 80s: Jump - Van Halen,"Puedes verlo en mis ojos, tengo el impulso de saltar. Tengo el corazon acelerado y no puedo parar. Si sientes la musica, debes levantarte y saltar. No esperes mas, el momento es ahora, solo salta y deja que el mundo gire.","You can see it in my eyes, I got the urge to jump. I got a heart that's beating fast and I can't stop. If you feel the music, you gotta get up and jump. Don't wait anymore, the time is now, just jump and let the world spin."
234,Rock 80s: Back in Black - AC/DC,Rock 80s: Back in Black - AC/DC,"He vuelto de negro, he vuelto a la pista. He vuelto a mover el mundo con mi guitarra y mi voz. He vuelto de negro, no hay vuelta atras. Soy un pistolero del rock que nunca se rinde, un tornado que arrasa con todo a su paso.","I'm back in black, I'm back on the track. I'm back to shake the world with my guitar and my voice. I'm back in black, there's no turning back. I'm a rock gunslinger who never gives in, a tornado that sweeps away everything in its path."
235,Rock 80s: Pour Some Sugar on Me - Def Leppard,Rock 80s: Pour Some Sugar on Me - Def Leppard,"Echame azucar encima, echame azucar en el amor. Soy caliente, dulce y pegajoso, ardiendo como el fuego. Echame azucar encima, hazme sentir vivo. Dame un poco de dulzura en la oscuridad de esta noche salvaje.","Pour some sugar on me, pour some sugar on love. I'm hot, sweet and sticky, burning like fire. Pour some sugar on me, make me feel alive. Give me a little sweetness in the darkness of this wild night."
236,Rock 80s: Every Breath You Take - The Police,Rock 80s: Every Breath You Take - The Police,"Cada respiro que das, cada paso que das, te estare observando. Cada dia, cada noche, cada palabra que dices, te estare observando. No puedes verme pero estoy aqui, en las sombras de tu vida. Te estare observando por siempre porque el amor se volvio obsesion.","Every breath you take, every move you make, I'll be watching you. Every single day, every word you say, I'll be watching you. You can't see me but I'm here, in the shadows of your life. I'll be watching you forever because love turned into obsession."
237,Rock 80s: With or Without You - U2,Rock 80s: With or Without You - U2,"No puedo vivir contigo ni sin ti, atado a un amor que no puedo soltar. No puedo vivir contigo ni sin ti, y me ahogo en un mar de promesas rotas. Espero tu llegada pero temo tu partida, esta herida no cicatriza ni con el tiempo.","I can't live with or without you, tied to a love I can't let go. I can't live with or without you, and I drown in a sea of broken promises. I wait for your arrival but fear your departure, this wound won't heal even with time."
238,Rock 80s: Purple Rain - Prince,Rock 80s: Purple Rain - Prince,"Quiero verte reir, quiero verte bailar bajo la lluvia purpura. No quiero ser tu fin de semana, quiero ser tu eternidad. La lluvia purpura cae sobre nosotros y lava todo el dolor. Este momento es nuestro, este amor es real, y la lluvia nunca terminara.","I want to see you laugh, I want to see you dance beneath the purple rain. I don't want to be your weekend, I want to be your eternity. The purple rain falls on us and washes away all the pain. This moment is ours, this love is real, and the rain will never end."
239,Rock 80s: Don't Stop Believin' - Journey,Rock 80s: Don't Stop Believin' - Journey,"Una chica de un pueblo pequeño, un chico de la ciudad solitaria. Se suben al tren de la medianoche yendo a cualquier lugar. Cantan con el viento y suenan con un mundo mejor. No dejes de creer, aferrate a ese sentimiento, porque el viaje acaba de empezar.","A small town girl, a lonely city boy. They take the midnight train going anywhere. They sing with the wind and dream of a better world. Don't stop believin', hold on to that feeling, because the journey has just begun."
240,Rock 80s: Another One Bites the Dust - Queen,Rock 80s: Another One Bites the Dust - Queen,"Otro cae derrotado, otro que muerde el polvo. Estoy listo, soy una maquina, nadie puede detenerme. Otro cae derrotado, y otro mas se va. Camino por las calles con el ritmo en mis pies y la victoria en mis manos.","Another one bites the dust, another one bites the dust. I'm ready, I'm a machine, no one can stop me. Another one bites the dust, and another one gone. I walk through the streets with rhythm in my feet and victory in my hands."
241,Rock 80s: I Love Rock 'n Roll - Joan Jett,Rock 80s: I Love Rock n Roll - Joan Jett,"Amo el rock and roll, asi que pon otra moneda en la maquina. Me encanta cuando tocan canciones viejas y buenas. Amo el rock and roll, me hace sentir viva. Bailo toda la noche con la guitarra en mi corazon y el fuego en mis venas.","I love rock n roll, so put another dime in the jukebox. I love when they play old good songs. I love rock n roll, it makes me feel alive. I dance all night with the guitar in my heart and fire in my veins."
242,Rock 80s: Summer of '69 - Bryan Adams,Rock 80s: Summer of 69 - Bryan Adams,"Fue el verano del sesenta y nueve, tocabamos en la banda y sonabamos bien. Era el verano del sesenta y nueve, teniamos un sueno y el tiempo era nuestro. Aunque las cosas cambiaron y el tiempo paso, esos fueron los mejores dias de mi vida sin duda.","It was the summer of sixty-nine, we were playing in a band and sounding good. It was the summer of sixty-nine, we had a dream and time was ours. Though things changed and time went by, those were the best days of my life no doubt."
243,Rock 80s: Welcome to the Jungle - Guns N' Roses,Rock 80s: Welcome to the Jungle - Guns N' Roses,"Bienvenido a la jungla, tenemos diversion y juegos. Tenemos todo lo que quieras, si tienes hambre te comemos vivo. Bienvenido a la jungla, mira esa hermosa vista. Es la ciudad de las luces y las sombras donde solo sobreviven los fuertes.","Welcome to the jungle, we got fun and games. We got everything you want, if you're hungry we eat you alive. Welcome to the jungle, watch that beautiful sight. It's the city of lights and shadows where only the strong survive."
244,Rock 80s: Money for Nothing - Dire Straits,Rock 80s: Money for Nothing - Dire Straits,"Dinero por nada y tus chicas gratis. Ese tipo toca guitarra en la television, debe ser facil ser estrella. Dinero por nada y tus chicas gratis. Yo deberia aprender a tocar la guitarra, yo deberia aprender a tocar las baterias.","Money for nothing and your chicks for free. That guy plays guitar on the TV, it must be easy to be a star. Money for nothing and your chicks for free. I should learn to play the guitar, I should learn to play them drums."
245,Rock 80s: Tainted Love - Soft Cell,Rock 80s: Tainted Love - Soft Cell,"A veces me siento que debo escapar de este amor envenenado. A veces me siento que debo correr lejos antes de que me consuma. Este amor envenenado me ha herido muchas veces, pero sigo aqui. Necesito un amor verdadero, un amor puro que sane mi corazon.","Sometimes I feel I've got to run away from this tainted love. Sometimes I feel I've got to run away before it consumes me. This tainted love has hurt me many times, but I'm still here. I need a true love, a pure love that heals my heart."
246,Rock 80s: Hungry Like the Wolf - Duran Duran,Rock 80s: Hungry Like the Wolf - Duran Duran,"Hambriento como el lobo, hambriento como el lobo. Te busco en las calles, te sigo el rastro en la oscuridad. Hambriento como el lobo, hambriento como el lobo. Mi corazon late fuerte cuando te veo cerca, quiero atraparte esta noche.","Hungry like the wolf, hungry like the wolf. I search for you in the streets, I follow your trail in the dark. Hungry like the wolf, hungry like the wolf. My heart beats hard when I see you near, I want to catch you tonight."
247,Rock 80s: Should I Stay or Should I Go - The Clash,Rock 80s: Should I Stay or Should I Go - The Clash,"Deberia quedarme o deberia irme. Si me quedo habra problemas, si me voy habra doble. Deberia quedarme o deberia irme. Tu sabes que me debes una respuesta clara porque mi corazon no aguanta mas esta incertidumbre.","Should I stay or should I go. If I stay there will be trouble, if I go it will be double. Should I stay or should I go. You know you owe me a clear answer because my heart can't take this uncertainty anymore."
248,Rock 80s: In the Air Tonight - Phil Collins,Rock 80s: In the Air Tonight - Phil Collins,"Puedo sentirlo en el aire esta noche, oh senor. Y he estado esperando este momento por toda mi vida. Puedo sentirlo en el aire esta noche, oh senor. La tormenta se acerca y el pasado vuelve a golpear la puerta de mi corazon.","I can feel it coming in the air tonight, oh lord. And I've been waiting for this moment for all my life. I can feel it coming in the air tonight, oh lord. The storm is coming and the past knocks on my heart's door again."
249,Rock 80s: Running Up That Hill - Kate Bush,Rock 80s: Running Up That Hill - Kate Bush,"Si solo pudieramos hacer un trato con Dios y cambiar de lugar. Correria subiendo esa colina, correria subiendo esa colina contigo. Si solo pudieramos cambiar los papeles y entender el dolor del otro. Correria subiendo esa colina sin mirar atras.","If only we could make a deal with God and change places. I'd be running up that hill, I'd be running up that hill with you. If only we could swap roles and understand each other's pain. I'd be running up that hill without looking back."
250,Rock 80s: Take On Me - a-ha,Rock 80s: Take On Me - a-ha,"Tomame ahora, tomame ahora. Seremos juntos en un cuento de hadas de dibujos animados. Tomame ahora, tomame ahora. Es mejor que te escapes mientras puedas, porque este amor es un torbellino que nos arrastra a los dos.","Take on me now, take on me now. We'll be together in a fairy tale of cartoons. Take on me now, take on me now. It's better that you escape while you can, because this love is a whirlwind that drags us both."
